"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HABT","The Habit Restaurants, Inc.","10","$260.5M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","16.07","$472.61M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","29.8","$3.23B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",
"THG","The Hanover Insurance Group, Inc.","119.56","$5.09B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.58","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/thga",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","6.6001","$40.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","26.7067","$62.76M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","8.18","$111.2M","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt",
"KEYW","The KEYW Holding Corporation","8.74","$436.13M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",
"KHC","The Kraft Heinz Company","62.82","$76.59B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc",
"OLD","The Long-Term Care ETF","25.4195","$2.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/old",
"LOVE","The Lovesac Company","20.75","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/love",
"MSG","The Madison Square Garden Company","310.19","$7.34B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/msg",
"MSG","The Madison Square Garden Company","310.19","$7.34B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/msg",
"MDCO","The Medicines Company","36.7","$2.7B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",
"MEET","The Meet Group, Inc.","4.48","$324.78M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/meet",
"MIK","The Michaels Companies, Inc.","19.17","$3.49B","2014","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","104.42","$5.82B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",
"NAVG","The Navigators Group, Inc.","57","$1.69B","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/navg",
"SLIM","The Obesity ETF","36.67","$3.67M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slim",
"STKS","The ONE Group Hospitality, Inc.","2.43","$66.47M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks",
"ORG","The Organics ETF","32.62","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/org",
"PRSC","The Providence Service Corporation","78.55","$1.01B","2003","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/prsc",
"RMR","The RMR Group Inc.","78.45","$2.45B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/rmr",
"RUBI","The Rubicon Project, Inc.","2.85","$143.33M","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rubi",
"SMPL","The Simply Good Foods Company","14.44","$1.02B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl",
"SMPLW","The Simply Good Foods Company","4.15","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smplw",
"TSG","The Stars Group Inc.","36.3","$6.15B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg",
"TTD","The Trade Desk, Inc.","93.8","$3.95B","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd",
"TRV","The Travelers Companies, Inc.","122.34","$33.06B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/trv",
"ULTI","The Ultimate Software Group, Inc.","257.31","$7.88B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti",
"VAM","The Vivaldi Opportunities Fund","15.15","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/vam",
"YORW","The York Water Company","31.8","$410.05M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/yorw",
"NCTY","The9 Limited","1.01","$7.8M","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ncty",
"TXMD","TherapeuticsMD, Inc.","6.24","$1.35B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd",
"TRPX","Therapix Biosciences Ltd.","4.02","$14.06M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",
"TBPH","Theravance Biopharma, Inc.","22.68","$1.24B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph",
"TMO","Thermo Fisher Scientific Inc","207.14","$83.34B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tmo",
"THR","Thermon Group Holdings, Inc.","22.87","$743.23M","2011","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/thr",
"TST","TheStreet, Inc.","2.18","$107.24M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tst",
"TPRE","Third Point Reinsurance Ltd.","12.5","$1.28B","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tpre",
"TSLF","THL Credit Senior Loan Fund","17.27","$128.13M","2013","n/a","n/a","https://www.nasdaq.com/symbol/tslf",
"TCRD","THL Credit, Inc.","7.82","$255.51M","2010","n/a","n/a","https://www.nasdaq.com/symbol/tcrd",
"TCRX","THL Credit, Inc.","25.28","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/tcrx",
"TCRZ","THL Credit, Inc.","25.47","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/tcrz",
"TRI","Thomson Reuters Corp","40.32","$28.69B","n/a","Consumer Services","Publishing","https://www.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","97.39","$5.13B","n/a","Consumer Non-Durables","Homebuilding","https://www.nasdaq.com/symbol/tho",
"TBRGU","Thunder Bridge Acquisition, Ltd.","10.0332","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tbrgu",
"TIBR","Tiberius Acquisition Corporation","9.61","$207.22M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibr",
"TIBRU","Tiberius Acquisition Corporation","10.07","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibru",
"TIBRW","Tiberius Acquisition Corporation","0.56","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibrw",
"TDW","Tidewater Inc.","28.93","$754.65M","2017","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/tdw",
"TDW.WS.A","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdw.ws.a",
"TDW.WS.B","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdw.ws.b",
"TIER","TIER REIT, Inc.","23.78","$1.14B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/tier",
"TIF","Tiffany & Co.","131.6","$16.15B","1987","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/tif",
"TIG","TiGenix","40.9501","$606.2M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tig",
"TTS","Tile Shop Hldgs, Inc.","7.7","$404.14M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tts",
"TLYS","Tilly&#39;s, Inc.","15.15","$443M","2012","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/tlys",
"TSU","TIM Participacoes S.A.","16.86","$8.16B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tsu",
"TSBK","Timberland Bancorp, Inc.","37.34","$276.05M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/tsbk",
"TKR","Timken Company (The)","43.55","$3.38B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/tkr",
"TMST","Timken Steel Corporation","16.35","$728.05M","2014","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/tmst",
"TNTR","Tintri, Inc.","0.2467","$8.37M","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/tntr",
"TIPT","Tiptree Inc.","6.8","$253.04M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tipt",
"TWI","Titan International, Inc.","10.73","$641.9M","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/twi",
"TITN","Titan Machinery Inc.","15.55","$343.34M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/titn",
"TMDI","Titan Medical Inc.","5.61","$78.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","1.09","$23.11M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","35.2","$1.4B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty",
"TIVO","TiVo Corporation","13.45","$1.65B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/tivo",
"TJX","TJX Companies, Inc. (The)","95.18","$59.51B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/tjx",
"TMUS","T-Mobile US, Inc.","59.75","$50.6B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tmus",
"TMSR","TMSR Holding Company Limited","3.9955","$91.18M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsr",
"TOCA","Tocagen Inc.","9.34","$185.99M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",
"TOL","Toll Brothers, Inc.","36.99","$5.62B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/tol",
"TMP","Tompkins Financial Corporation","85.88","$1.31B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tmp",
"TNXP","Tonix Pharmaceuticals Holding Corp.","4.45","$37.65M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp",
"TR","Tootsie Roll Industries, Inc.","30.85","$1.21B","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/tr",
"TISA","Top Image Systems, Ltd.","1.03","$18.8M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","0.95","$16.12M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops",
"BLD","TopBuild Corp.","78.34","$2.79B","2015","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bld",
"TRCH","Torchlight Energy Resources, Inc.","1.36","$94.91M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/trch",
"TMK","Torchmark Corporation","81.41","$9.24B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/tmk",
"TMK^C","Torchmark Corporation","26.03","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tmk^c",
"TRMD","TORM plc","7.25","$535.82M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd",
"TTC","Toro Company (The)","60.25","$6.34B","n/a","Capital Goods","Tools/Hardware","https://www.nasdaq.com/symbol/ttc",
"TD","Toronto Dominion Bank (The)","57.86","$106.79B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/td",
"NDP","Tortoise Energy Independence Fund, Inc.","12.62","$183.73M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ndp",
"TYG","Tortoise Energy Infrastructure Corporation","26.69","$1.31B","2004","n/a","n/a","https://www.nasdaq.com/symbol/tyg",
"NTG","Tortoise MLP Fund, Inc.","17.07","$807.92M","2010","n/a","n/a","https://www.nasdaq.com/symbol/ntg",
"NTG~","Tortoise MLP Fund, Inc.","0.3725","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntg~",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","17.16","$171.88M","2011","n/a","n/a","https://www.nasdaq.com/symbol/ttp",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","18.84","$130.96M","2009","n/a","n/a","https://www.nasdaq.com/symbol/tpz",
"TOT","Total S.A.","60.56","$158.44B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tot",
"TSS","Total System Services, Inc.","84.52","$15.41B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tss",
"TOWR","Tower International, Inc.","31.8","$654.93M","2010","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/towr",
"TSEM","Tower Semiconductor Ltd.","22.01","$2.18B","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","14.55","$395.84M","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","32.1","$2.32B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/town",
"TSQ","Townsquare Media, Inc.","6.47","$119.67M","2014","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","128.81","$190.45B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tm",
"TPGE","TPG Pace Energy Holdings Corp.","10.87","$883.19M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tpge",
"TPGE.U","TPG Pace Energy Holdings Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/tpge.u",
"TPGE.WS","TPG Pace Energy Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tpge.ws",
"TPGH","TPG Pace Holdings Corp.","9.93","$558.56M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/tpgh",
"TPGH.U","TPG Pace Holdings Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/tpgh.u",
"TPGH.WS","TPG Pace Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tpgh.ws",
"TRTX","TPG RE Finance Trust, Inc.","20.32","$1.22B","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/trtx",
"TSLX","TPG Specialty Lending, Inc.","17.94","$1.16B","2014","n/a","n/a","https://www.nasdaq.com/symbol/tslx",
"TPIC","TPI Composites, Inc.","29.24","$997M","2016","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","2.7","$80.27M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","76.49","$9.34B","1994","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/tsco",
"TWMC","Trans World Entertainment Corp.","0.87","$31.5M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","12.5","$92.53M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",
"TAC","TransAlta Corporation","5","$1.44B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/tac",
"TAT","Transatlantic Petroleum Ltd","1.38","$69.53M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tat",
"TRP","TransCanada Corporation","43.2","$38.49B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/trp",
"TRNS","Transcat, Inc.","18.9","$136.03M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns",
"TCI","Transcontinental Realty Investors, Inc.","33.45","$291.61M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/tci",
"TDG","Transdigm Group Incorporated","345.14","$18.1B","2006","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/tdg",
"TRXC","TransEnterix, Inc.","4.36","$889.34M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/trxc",
"TGA","TransGlobe Energy Corporation","2.77","$200.01M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","12.65","n/a","2000","n/a","n/a","https://www.nasdaq.com/symbol/tbio",
"TLP","TransMontaigne Partners L.P.","36.84","$597.62M","2005","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/tlp",
"RIG","Transocean Ltd.","13.44","$6.19B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rig",
"TGS","Transportadora De Gas Sa Ord B","12.14","$1.93B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/tgs",
"TRU","TransUnion","71.64","$13.18B","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/tru",
"TA","TravelCenters of America LLC","3.5","$140M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","24.22","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","23.99","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","23.79","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannz",
"TVPT","Travelport Worldwide Limited","18.54","$2.34B","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tvpt",
"TZOO","Travelzoo","17.1","$213.09M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TREC","Trecora Resources","14.85","$361.19M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","23.5","$778.33M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","52.51","$2.96B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ths",
"TRMT","Tremont Mortgage Trust","13.15","$41.33M","2017","n/a","n/a","https://www.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","1.44","$97.87M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TREX","Trex Company, Inc.","62.59","$3.68B","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","26.51","$1.48B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","51.5984","n/a","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","16.36","$2.49B","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/tph",
"TCAP","Triangle Capital Corporation","11.5","$552.28M","2007","n/a","n/a","https://www.nasdaq.com/symbol/tcap",
"TCCA","Triangle Capital Corporation","25.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tcca",
"TCCB","Triangle Capital Corporation","25.14","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/tccb",
"TRCO","Tribune Media Company","38.27","$3.35B","2014","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/trco",
"TCDA","Tricida, Inc.","29.9","$874.35M","2018","n/a","n/a","https://www.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","37.45","$860.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","9.75","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","10.08","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.32","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","6","$81.1M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",
"TMQ","Trilogy Metals Inc.","1.78","$233.75M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tmq",
"TRS","TriMas Corporation","29.4","$1.35B","2007","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","32.84","$8.18B","1990","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trmb",
"TNET","TriNet Group, Inc.","55.94","$3.93B","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tnet",
"TRIB","Trinity Biotech plc","5","$104.64M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TRN","Trinity Industries, Inc.","34.26","$5.11B","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/trn",
"TMCX","Trinity Merger Corp.","9.77","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcx",
"TMCXU","Trinity Merger Corp.","10.06","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxu",
"TMCXW","Trinity Merger Corp.","0.4","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxw",
"TPHS","Trinity Place Holdings Inc.","6.55","$207.23M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/tphs",
"TSE","Trinseo S.A.","70.95","$3.06B","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tse",
"TRT","Trio-Tech International","4.47","$15.88M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trt",
"TRIP","TripAdvisor, Inc.","55.71","$7.65B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TPVG","TriplePoint Venture Growth BDC Corp.","12.43","$220.66M","2014","n/a","n/a","https://www.nasdaq.com/symbol/tpvg",
"TPVY","TriplePoint Venture Growth BDC Corp.","24.99","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/tpvy",
"GTS","Triple-S Management Corporation","39.06","$909.43M","2007","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/gts",
"TSC","TriState Capital Holdings, Inc.","26.1","$756.73M","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","26.2001","$759.64M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tscap",
"TRTN","Triton International Limited","30.66","$2.48B","2016","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/trtn",
"TBK","Triumph Bancorp, Inc.","40.75","$1.07B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",
"TGI","Triumph Group, Inc.","19.6","$974.5M","1996","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tgi",
"TRVG","trivago N.V.","4.54","$1.59B","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TRNC","tronc, Inc.","17.28","$609.77M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/trnc",
"TROX","Tronox Limited","19.68","$2.41B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/trox",
"TROV","TrovaGene, Inc.","0.77","$10.85M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TBI","TrueBlue, Inc.","26.95","$1.11B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","10.09","$1.02B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"THST","Truett-Hurst, Inc.","1.64","$7.37M","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/thst",
"TRUP","Trupanion, Inc.","38.6","$1.18B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","8.9","$858.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","32.63","$2.21B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",
"TNP","Tsakos Energy Navigation Ltd","3.72","$321.44M","2002","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","25.3133","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","25.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","24.8822","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","25.13","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^e",
"TSRI","TSR, Inc.","6.7","$13.15M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","34.55","$1.59B","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","17.63","$1.82B","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","60.65","$642.41M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","3.05","$139.85M","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","8.47","$1.1B","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",
"TUP","Tupperware Brands Corporation","41.24","$2.11B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","6.54","$5.76B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tkc",
"TPB","Turning Point Brands, Inc.","31.9","$613.69M","2016","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/tpb",
"TRQ","Turquoise Hill Resources Ltd.","2.84","$5.71B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trq",
"HEAR","Turtle Beach Corporation","20.32","$277.45M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"TPC","Tutor Perini Corporation","18.45","$920.89M","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","https://www.nasdaq.com/symbol/tpc",
"TWLVU","Twelve Seas Investment Company","10.06","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvu",
"FOX","Twenty-First Century Fox, Inc.","49.27","$91.28B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/fox",
"FOXA","Twenty-First Century Fox, Inc.","49.69","$60.67B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/foxa",
"TWLO","Twilio Inc.","56.02","$5.37B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","24.82","$286.7M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWTR","Twitter, Inc.","43.67","$32.87B","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","15.8","$2.77B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/two",
